Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
14027,3121425,489600.0,1951,1,100,85.0,3.4,0.8,,,,,,7.35813001583891,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,2680562,90243.0,2003,1,100,87.9,8.1,0.6,,40.689997,-73.989972,2.0,43.0,5.501258210544727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,2722014,67518.0,1910,1,100,73.6,3.7,0.6,37.6,40.810679,-73.96446800000001,9.0,205.0,5.480222169845649,3.6270040503958487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8061,4922054,61000.0,1959,1,100,101.6,2.1,0.2,,40.881465999999996,-73.878344,7.0,431.0,6.01713229385656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13073,4661358,105280.0,1969,1,95,130.2,6.0,1.0,31.61,,,,,6.431814057069648,3.4534735262275262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,4950927,95992.0,1925,1,100,60.7,4.9,0.0,,40.783869,-73.98213299999999,7.0,167.0,5.744924417987376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,4440047,749142.0,1953,12,100,35.5,7.7,0.1,62.55,,,,,5.699439725222064,4.13596623691292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12107,3120991,61320.0,1970,1,100,68.4,3.0,0.6,46.85,,,,,5.342812606434588,3.846951008684431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710,4410292,62784.0,1924,1,100,78.2,3.8,0.7,37.1,40.630872,-73.957358,14.0,766.0,5.380358076884246,3.6136169696133895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8584,4279948,67224.0,1941,1,100,92.5,3.8,0.1,7.25,40.892624,-73.859914,12.0,420.0,5.975081067857458,1.9810014688665833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11530,3417101,453758.0,1960,1,100,88.1,3.4,0.8,60.68,40.573885,-73.994003,13.0,342.0,7.486276933700779,4.105614154480332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,4040013,158617.0,1906,1,70,100.8,8.3,0.1,,40.764014,-73.981117,5.0,137.0,6.7067400797409285,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,4475825,127290.0,1960,1,100,94.5,4.0,0.0,53.51,40.860836,-73.869467,11.0,33201.0,6.6834860943804175,3.979868552323213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10556,2610367,86118.0,1941,1,100,78.5,4.1,0.7,70.54,40.651819,-73.96029300000001,14.0,50801.0,5.819489282368171,4.256179924807906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12511,2817325,104000.0,1992,1,100,30.4,6.2,0.0,79.37,,,,,4.182050142641207,4.374120463102784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,4226798,200000.0,1901,1,100,127.8,12.9,0.2,87.56,40.736644,-73.98894399999999,5.0,50.0,5.293304824724492,4.472324272654662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,3495781,53400.0,1938,1,100,107.4,4.6,,,40.850061,-73.914096,5.0,243.0,6.001909804969521,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7793,4842742,79000.0,1959,1,100,77.7,3.8,0.7,13.24,40.880947,-73.897486,8.0,279.0,5.631928370888217,2.5832425505088623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,2614199,93135.0,1918,1,100,74.6,7.1,0.0,,40.765163,-73.9766,5.0,137.0,3.2846635654062037,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,2670730,107231.0,1929,1,100,44.7,4.3,,12.28,40.77513,-73.95931999999999,8.0,140.0,5.598051520023959,2.5079719227189963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,4414529,121080.0,1961,1,100,106.8,5.6,0.9,103.3,,,,,6.3281153392157865,4.637637376125593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,2386534,363389.0,1970,1,100,92.9,6.9,0.8,,40.777978999999995,-73.951678,8.0,14602.0,7.052461499981396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,3259164,52496.0,1930,1,100,5.4,1.6,,,40.809053000000006,-73.908618,1.0,35.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,4351763,172065.0,1902,1,80,79.1,13.8,0.3,,40.755873,-73.984454,5.0,119.0,5.662960480135946,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10570,4039688,71754.0,1927,1,100,95.7,4.2,0.9,63.21,40.65235,-73.95551,17.0,822.0,5.733988316713267,4.146462516484207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,2682218,59431.0,1902,1,100,14.9,4.3,,,40.773441999999996,-73.979229,7.0,153.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12067,4955218,64350.0,1932,1,100,82.0,0.6,0.0,44.37,,,,,6.110358077048392,3.792563565390818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7750,3316314,193856.0,1989,2,100,108.6,12.7,0.6,47.25,40.884391,-73.88830899999999,8.0,281.0,6.629495345109261,3.855452653939752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1557,2536142,1300727.0,1929,1,100,82.2,9.2,0.5,56.81,40.752295000000004,-73.993402,4.0,111.0,8.07567594491557,4.039712366569035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,4004358,74890.0,1929,1,100,133.3,5.4,1.2,221.98,40.83048,-73.856225,9.0,78.0,6.124245658341801,5.402587287723834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8464,2661456,255000.0,1965,1,100,76.8,6.5,0.5,113.79,40.859569,-73.868544,11.0,33201.0,6.508172834032128,4.734354644368917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,2809385,61634.0,1941,1,100,70.2,8.1,0.4,19.15,40.896533000000005,-73.876638,12.0,44901.0,4.927253685157205,2.952302715626655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387,4034138,65482.0,1915,1,100,54.5,5.3,0.0,29.21,40.773308,-73.961051,8.0,128.0,0.3364722366212129,3.3745111163996495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2736142,169632.0,1949,1,100,61.1,1.3,0.6,,40.585642,-73.968728,13.0,37401.0,5.136386499401816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5823,3529338,156118.0,1914,1,100,89.4,3.8,,83.74,40.82492,-73.954123,9.0,225.0,6.817939974659773,4.4277167605909975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,2715799,50548.0,2007,1,100,67.7,6.7,0.5,5.5,40.762646000000004,-73.994694,4.0,129.0,4.776599301615622,1.7047480922384253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11388,2658619,58800.0,1940,1,100,91.5,3.3,0.8,,40.614375,-73.96030400000001,14.0,542.0,5.5329941536759195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,2709443,89180.0,1988,1,100,86.9,5.3,0.7,43.34,,,,,5.99918467012312,3.769075996108213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,4506854,83880.0,1970,1,95,84.1,4.5,0.7,30.79,40.882818,-73.917362,8.0,301.0,5.717027701406222,3.427189961936409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,5867507,91099.0,2013,1,85,89.7,,,70.78,40.750494,-73.985473,5.0,84.0,5.583872177983643,4.259576474917317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11135,4781004,60397.0,1987,1,90,104.0,7.4,0.8,48.65,40.613232,-74.033295,10.0,162.0,5.4638318050256105,3.884651808632014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,2665462,85482.0,1978,1,100,115.9,5.0,1.0,121.79,40.845538,-73.93650699999999,12.0,263.0,5.97609706997686,4.802298250099019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,3117098,103279.0,1995,1,100,59.3,2.6,0.6,48.41,40.722221000000005,-74.009741,1.0,39.0,5.442417710521793,3.879706403951603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,2668307,555125.0,2000,1,100,78.4,12.0,0.4,,40.751831,-73.994651,4.0,103.0,7.067319848653476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7944,4495846,65250.0,1937,1,100,72.2,3.6,0.7,,40.867207,-73.895016,7.0,40304.0,5.384953673207583,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11109,4414000,79173.0,1990,1,90,116.7,23.4,0.4,47.47,40.618226,-74.03021,10.0,58.0,5.046002437933547,3.8600979325632268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,2425742,58824.0,1912,1,100,100.1,23.7,0.1,33.93,40.760757,-73.975569,5.0,102.0,3.9852734671677386,3.5242995787961386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,2669699,112083.0,1929,1,100,70.7,4.2,0.0,24.88,40.786831,-73.953243,8.0,16001.0,6.214208018400852,3.2140642678709788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12604,2932890,118250.0,1995,1,100,130.2,11.9,0.9,63.72,,,,,6.563573399290871,4.154498485041848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10612,2900405,103472.0,1923,1,100,161.5,3.4,1.6,789.76,40.649256,-73.960842,14.0,51002.0,6.710401299354221,6.671729101836914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,4028694,118067.0,1902,2,100,147.7,14.2,0.4,118.13,40.736625,-73.990697,5.0,52.0,6.697898071993661,4.771785712960429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7028,3095337,63600.0,1936,1,100,117.2,5.0,0.0,170.48,40.847079,-73.906426,5.0,22901.0,6.245331271065032,5.1386179877903615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,4407994,88060.0,1902,1,100,92.2,4.9,,54.56,40.795390000000005,-73.96198000000001,7.0,189.0,6.069119791673586,3.9993010135352067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12116,3114867,53400.0,1940,1,100,79.9,4.1,0.7,4.66,,,,,5.330784556685538,1.5390154481375546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14244,4408068,165200.0,1961,1,100,154.8,4.0,1.5,75.18,,,,,7.170350286057274,4.319885238136032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,2805418,174400.0,1930,1,100,65.4,3.3,,185.59,40.85267,-73.86488100000001,11.0,22404.0,6.437751649736401,5.223539939590213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,4943275,119876.0,2010,1,100,50.3,12.4,0.1,,40.745425,-74.006395,4.0,99.0,3.9454577815143836,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14358,3100657,471648.0,1946,1,100,69.5,20.4,,19.15,,,,,,2.952302715626655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,2748002,52990.0,1936,1,100,75.2,3.0,0.0,,40.791771000000004,-73.968992,7.0,177.0,5.540478923698008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12328,2781724,152204.0,1937,1,100,50.8,2.3,0.5,33.05,,,,,5.848171377281505,3.498021566297695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14008,2806205,167709.0,1952,1,100,150.5,5.2,1.4,,,,,,6.973917481235806,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14419,2975783,98116.0,1964,1,100,86.9,5.3,0.1,64.57,,,,,6.203749355087316,4.167749906638376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9790,2677895,325000.0,1957,1,100,105.2,3.8,1.0,,40.692789000000005,-73.97771800000001,2.0,31.0,7.38417577602395,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,2797938,73278.0,1931,1,100,107.3,7.7,0.8,,,,,,5.753207357983724,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,4409217,106905.0,1930,1,100,66.9,5.8,0.5,35.63,40.773959999999995,-73.956505,8.0,138.0,5.617498106059188,3.5731879796177446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10321,4951432,129000.0,2001,1,100,151.7,34.8,0.3,12.74,40.649274,-73.872569,5.0,1070.0,5.370172803648464,2.5447466501440172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4900,2957222,256810.0,1987,1,100,117.9,12.7,0.0,44.09,40.778674,-73.953613,8.0,14602.0,6.9541616517962925,3.7862329993698465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14291,4940504,128961.0,1961,1,95,138.6,5.2,0.9,184.32,,,,,6.826545223556594,5.216673377507527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,2707766,63255.0,1984,1,100,60.7,7.5,0.4,42.05,40.736872,-73.992974,5.0,52.0,4.748404354073999,3.738859386418957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11584,2706898,120269.0,1956,1,100,55.7,3.4,0.4,36.55,40.585308000000005,-73.96169,13.0,370.0,5.652839995918626,3.5986811861957873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13161,2815519,167000.0,1980,1,100,43.3,,,16.36,,,,,5.44198471636045,2.794839331174601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10015,4407809,83636.0,1964,1,100,8.6,1.4,0.0,1.96,40.706368,-73.925347,1.0,453.0,3.490428515390098,0.6729444732424258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11644,2661807,84000.0,1941,1,100,61.5,2.7,0.6,33.98,40.59588,-73.951954,15.0,592.0,5.444147814759576,3.525772116243786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6311,3117512,54430.0,1900,1,100,105.9,0.6,0.1,75.67,40.865706,-73.923436,12.0,291.0,6.0333260012029,4.326381780706431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6349,4412200,85740.0,1939,1,100,69.3,3.4,0.0,34.12,40.87131,-73.917366,12.0,307.0,5.881928660039675,3.5298837226234783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11435,3533514,120000.0,1933,1,100,76.3,3.3,0.7,53.79,40.61052,-73.95745,15.0,552.0,6.026590349083357,3.985087576285151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6122,4620465,50670.0,1923,1,90,150.3,6.9,1.3,,40.862351000000004,-73.929296,12.0,285.0,5.825114759823726,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,2718603,74013.0,1917,1,100,58.6,3.7,,23.13,40.773623,-73.97970600000001,7.0,153.0,5.707442435487688,3.141130476243348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981,5833276,118000.0,1950,10,100,86.2,3.6,0.8,50.66,,,,,6.420483408169882,3.925136644573529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13697,5837670,58282.0,1932,1,100,97.3,3.8,0.1,,,,,,6.024899323194219,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
