Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
11950,55,52141,Petrol,110,1,0,1600,5,1070
10000,56,52000,Petrol,97,0,0,1400,3,1025
10495,48,50967,Petrol,97,1,0,1400,5,1060
11450,50,50400,Petrol,110,0,0,1600,5,1080
9400,54,50000,Petrol,97,1,0,1400,3,1025
11950,51,50000,Petrol,86,1,0,1300,5,1045
9650,53,49969,Petrol,110,0,0,1600,5,1075
18950,49,49568,Petrol,110,1,0,1600,3,1105
11450,51,49473,Petrol,110,0,0,1600,3,1055
10250,52,49432,Petrol,110,1,0,1600,3,1050
11450,48,49417,Petrol,110,1,0,1600,3,1045
9950,54,49366,Petrol,97,1,0,1400,3,1025
10500,56,48731,Petrol,110,1,0,1600,3,1055
13750,54,48370,Petrol,110,1,0,1600,5,1080
9950,48,48071,Petrol,97,0,0,1400,3,1025
10250,54,47852,Petrol,110,1,0,1600,4,1030
10850,54,47768,Petrol,110,0,0,1600,3,1055
11895,52,47689,Petrol,110,0,0,1600,5,1075
12950,53,47451,Petrol,110,1,0,1600,3,1055
11950,50,47219,Petrol,110,1,0,1600,5,1080
10750,56,47211,Petrol,110,1,0,1600,5,1070
9550,54,46856,Petrol,97,0,0,1400,5,1060
10950,56,46500,Petrol,86,0,0,1300,5,1035
11750,52,46449,Petrol,110,1,0,1600,4,1035
10950,47,46391,Petrol,110,0,0,1600,5,1075
12450,54,46230,Petrol,110,1,0,1600,3,1055
10500,52,46029,Petrol,110,1,0,1600,4,1030
10900,50,46000,Petrol,97,0,0,1400,3,1025
12950,50,45900,Petrol,110,1,0,1600,5,1075
10950,47,45850,Petrol,97,0,0,1400,5,1060
12500,56,45336,Petrol,110,1,0,1600,5,1080
9950,55,44537,Petrol,97,0,0,1400,3,1025
10750,56,43700,Petrol,86,1,0,1300,3,1025
12500,48,43120,Petrol,97,1,0,1400,3,1030
10450,49,41710,Petrol,110,0,0,1600,3,1040
10750,52,41700,Petrol,97,1,0,1400,3,1025
12950,49,41636,Petrol,110,1,0,1600,5,1105
10995,50,41273,Petrol,97,0,0,1400,5,1060
11950,49,40836,Petrol,110,0,1,1600,3,1075
11250,50,40400,Petrol,97,1,0,1400,5,1060
11950,47,40361,Petrol,110,1,0,1600,5,1090
13750,54,40325,Petrol,86,0,0,1300,5,1045
11000,47,40000,Petrol,110,0,0,1600,5,1080
13500,50,39706,Petrol,110,1,0,1600,5,1080
10950,54,39291,Petrol,110,1,0,1600,3,1040
10750,54,39000,Petrol,97,0,0,1400,3,1025
8950,47,38900,Petrol,97,1,0,1400,3,1025
12950,51,38403,Petrol,110,0,0,1600,3,1055
9750,56,37461,Petrol,97,0,0,1400,3,1025
10900,54,37000,Petrol,97,1,0,1400,3,1025
10995,55,36406,Petrol,110,1,0,1600,4,1035
10750,48,36005,Petrol,97,1,0,1400,5,1065
10950,52,36000,Petrol,110,1,0,1600,5,1075
13000,49,36000,Petrol,110,0,0,1600,5,1080
12950,45,36000,Petrol,110,1,1,1600,3,1070
11500,52,35823,Petrol,110,0,0,1600,5,1075
10950,56,35230,Petrol,97,0,0,1400,3,1025
11710,48,35142,Petrol,110,0,0,1600,3,1055
9980,49,34890,Petrol,97,0,0,1400,3,1025
12250,51,34882,Petrol,110,1,0,1600,5,1075
11500,46,34000,Petrol,110,1,0,1600,5,1075
11950,56,33998,Petrol,110,0,0,1600,5,1080
11500,55,33230,Petrol,110,0,0,1600,3,1050
11900,46,33021,Petrol,110,1,0,1600,5,1080
11930,49,31999,Petrol,97,0,0,1400,3,1030
10500,52,31579,Petrol,97,0,0,1400,3,1025
8950,56,31000,Petrol,97,0,0,1400,3,1025
10450,46,30806,Petrol,97,1,0,1400,5,1060
10500,55,30461,Petrol,86,1,0,1300,5,1050
12950,50,29686,Petrol,110,1,1,1600,3,1075
9950,55,29650,Petrol,86,0,0,1300,3,1025
12900,52,29500,Petrol,110,1,0,1600,3,1055
9950,48,28656,Petrol,97,0,0,1400,3,1085
9950,55,27500,Petrol,97,1,0,1400,3,1025
10950,48,26938,Petrol,110,1,0,1600,3,1040
10950,53,26624,Petrol,97,0,0,1400,5,1060
9950,47,26221,Petrol,97,1,0,1400,3,1025
10950,50,22648,Petrol,97,1,0,1400,5,1060
10800,50,22500,Petrol,97,1,0,1400,3,1025
10500,56,19313,Petrol,97,0,0,1400,3,1025
10450,50,17619,Petrol,110,0,0,1600,4,1030
10600,51,17069,Petrol,97,1,0,1400,3,1025
10450,48,15000,Petrol,97,1,0,1400,3,1025
12950,50,10210,Petrol,97,0,0,1400,5,1065
11250,47,5309,Petrol,110,1,1,1600,3,1070
7500,50,1,Diesel,90,1,0,2000,3,1260
8950,52,31000,Petrol,97,0,0,1398,3,1025
6950,58,205000,Diesel,72,1,0,2000,4,1100
7900,68,204250,Diesel,72,0,0,2000,3,1115
5950,68,194545,Petrol,86,0,0,1300,4,1000
7500,59,190900,Diesel,72,1,0,2000,3,1115
7500,62,183500,Diesel,72,1,0,2000,5,1140
6900,65,176184,Diesel,72,1,0,2000,3,1115
5751,67,174833,Diesel,72,0,0,2000,4,1100
6950,68,155720,Petrol,86,1,0,1300,3,1015
7950,67,155500,Petrol,110,1,0,1600,5,1050
7750,59,154783,Diesel,72,1,0,2000,3,1120
7950,64,154462,Diesel,72,1,0,2000,5,1135
8250,64,150585,Petrol,110,1,0,1600,3,1065
6250,67,149000,Diesel,90,1,0,2000,5,1135
9500,62,147636,Diesel,72,0,0,2000,5,1135
6900,59,144521,Diesel,72,1,0,2000,5,1135
8450,64,144000,CNG,110,1,0,1600,3,1065
7350,65,140168,Diesel,72,1,0,2000,3,1115
8950,68,140000,Petrol,110,1,0,1600,5,1085
6900,60,139800,Diesel,72,0,0,2000,3,1115
8950,59,137050,CNG,110,1,0,1600,3,1078
8750,61,136956,Petrol,110,0,0,1600,3,1065
7950,67,135337,CNG,110,1,0,1600,5,1120
8950,64,133769,Diesel,72,1,0,2000,3,1120
8950,58,133405,Diesel,72,1,0,2000,5,1135
8950,65,132807,Diesel,72,1,0,2000,5,1135
7950,64,132393,Diesel,72,0,0,2000,5,1135
7750,60,130270,Petrol,110,0,0,1600,3,1050
7500,59,130000,Diesel,72,1,0,2000,4,1135
8950,67,127000,Diesel,72,1,0,2000,5,1135
9800,67,126800,Diesel,72,0,0,2000,5,1135
9450,66,126452,Petrol,110,1,0,1600,5,1085
8950,62,125175,Diesel,116,0,0,2000,5,1150
8750,68,125000,Diesel,72,1,0,2000,3,1115
10500,61,123000,Diesel,72,0,0,2000,5,1135
7995,59,121626,Petrol,86,0,0,1300,5,1050
10450,64,120400,Petrol,110,0,0,1600,5,1090
9950,66,120000,Diesel,72,0,0,2000,4,1100
9950,68,119541,Petrol,110,0,0,1600,3,1055
8950,68,119500,Petrol,110,1,0,1600,5,1070
7950,68,119289,Petrol,110,1,0,1600,4,1035
10950,57,118833,Petrol,110,0,0,1600,3,1065
9950,64,118000,Diesel,72,1,0,2000,5,1150
8600,68,117955,Petrol,110,1,1,1600,4,1065
7250,65,117609,Petrol,86,0,0,1300,3,1015
6950,68,117000,Diesel,72,0,0,2000,3,1115
8000,64,116000,Petrol,86,0,0,1300,5,1045
9950,58,115715,Petrol,110,0,0,1600,5,1070
9450,60,115191,CNG,110,1,0,1600,4,1079
7950,68,115071,Petrol,110,1,0,1600,3,1055
9450,63,115000,CNG,110,0,0,1600,3,1109
9950,64,114846,Petrol,110,1,0,1600,5,1075
6950,65,114383,Diesel,90,0,0,2000,3,1260
8250,59,113700,Petrol,110,1,0,1600,5,1065
9950,67,113118,Petrol,86,1,0,1300,3,1020
8250,59,112827,Petrol,86,1,0,1300,5,1040
9950,68,112116,Petrol,110,1,0,1600,5,1070
10500,66,112000,Petrol,110,1,0,1600,3,1065
7950,62,112000,Diesel,72,0,0,2000,4,1135
9750,65,111769,Petrol,110,0,0,1600,3,1065
9250,61,110853,Petrol,110,1,0,1600,5,1070
9500,68,110287,Petrol,110,1,0,1600,3,1050
9950,62,109547,Petrol,110,0,0,1600,5,1075
7750,63,109230,Petrol,110,0,0,1600,3,1050
9500,68,109150,Petrol,110,0,0,1600,5,1075
9950,67,108793,Petrol,110,1,0,1600,4,1035
9750,64,106784,Petrol,110,0,1,1600,3,1050
9750,58,105942,Petrol,86,0,0,1300,5,1040
5950,59,105000,Petrol,86,1,0,1300,3,1015
8500,62,105000,Petrol,86,0,0,1300,5,1040
8495,68,104299,Petrol,110,1,0,1600,5,1085
9250,67,104000,Petrol,86,0,0,1300,3,1020
6900,68,104000,Petrol,86,1,0,1300,3,1015
8950,58,103458,Petrol,86,1,0,1300,3,1025
9500,63,103400,Petrol,110,1,0,1600,5,1075
9250,63,102807,Petrol,86,0,0,1300,5,1055
9895,68,102494,Petrol,110,0,0,1600,5,1090
9950,57,102300,Diesel,72,1,0,2000,5,1135
7950,61,102106,Petrol,110,0,0,1600,3,1050
8750,68,101889,Petrol,110,1,0,1600,5,1075
8250,57,101791,Diesel,72,0,0,2000,3,1115
8950,63,101469,Petrol,110,1,0,1600,3,1065
8950,68,101001,Petrol,110,0,0,1600,5,1075
8950,61,100748,Petrol,110,0,0,1600,5,1070
8950,65,100550,Petrol,110,1,0,1600,5,1075
9450,67,99781,Petrol,110,1,0,1600,5,1085
8950,59,98658,Petrol,86,1,0,1300,3,1020
9250,65,98500,Petrol,110,1,0,1600,5,1075
8750,64,98291,Petrol,86,0,0,1300,4,1000
9950,61,97648,Petrol,110,1,0,1600,3,1065
9950,61,97425,Petrol,110,1,0,1600,5,1075
9900,65,97173,Petrol,86,0,0,1300,3,1015
8950,66,97046,Petrol,86,1,0,1300,4,1000
8950,67,96000,Petrol,110,1,0,1600,3,1050
12250,60,96000,Diesel,72,0,0,2000,4,1100
9250,67,95750,Petrol,110,1,0,1600,5,1070
10250,61,95147,Petrol,110,1,0,1600,3,1050
8950,68,95000,Petrol,110,0,0,1600,3,1050
7999,65,95000,Petrol,110,1,0,1600,3,1050
9900,66,94606,Petrol,110,0,0,1600,3,1065
8250,63,94504,Petrol,86,1,0,1300,4,1000
10500,65,93428,Petrol,110,1,0,1600,5,1075
8450,65,93408,Petrol,86,0,0,1300,3,1015
9900,68,93296,Petrol,110,1,0,1600,5,1090
10500,62,93098,Petrol,110,1,0,1600,5,1075
8500,67,92922,Diesel,72,1,0,2000,4,1100
9500,61,92498,Petrol,110,1,0,1600,3,1050
9450,65,92226,Petrol,110,0,0,1600,3,1065
9900,68,91505,Diesel,72,0,0,2000,3,1115
8250,64,91333,Petrol,110,1,0,1600,3,1050
8750,65,91246,Petrol,86,1,0,1300,3,1015
9500,58,91000,Petrol,110,1,0,1600,5,1075
8450,68,90727,Petrol,110,0,0,1600,3,1050
8490,62,90000,Petrol,110,0,0,1600,3,1050
8750,60,89576,Petrol,110,0,0,1600,4,1035
9750,64,89145,Petrol,86,1,0,1300,3,1025
9950,63,89000,Petrol,110,1,0,1600,5,1085
8500,68,88807,Petrol,110,0,0,1600,3,1050
8450,63,88685,Petrol,110,0,0,1600,5,1070
7900,62,88667,Petrol,110,1,0,1600,4,1040
8750,57,88480,Petrol,110,1,0,1600,3,1050
7950,61,88127,Petrol,86,0,0,1300,3,1015
6900,62,88000,Petrol,86,0,0,1300,3,1020
8150,65,87821,Petrol,86,1,0,1300,3,1015
10995,59,87654,Petrol,86,1,1,1300,5,1065
8900,59,86888,Petrol,110,1,0,1600,3,1050
9500,59,86871,Petrol,86,1,0,1300,5,1040
8950,68,86714,Petrol,110,1,0,1600,4,1035
11500,65,85889,Petrol,110,0,0,1600,3,1065
10450,62,85000,Petrol,110,1,0,1600,3,1050
10500,60,85000,Petrol,86,1,0,1300,3,1025
9250,68,84976,Petrol,110,1,0,1600,4,1035
10950,65,84558,Petrol,110,1,0,1600,5,1120
10450,62,84549,Petrol,110,0,0,1600,5,1075
9250,68,84482,Petrol,110,1,0,1600,5,1075
8750,62,83908,Petrol,110,1,0,1600,5,1070
8750,67,83560,Petrol,86,0,0,1300,3,1015
9800,68,83000,Petrol,107,1,1,1600,5,1100
8250,64,82723,Petrol,86,0,0,1300,3,1015
10450,62,82421,Petrol,110,1,0,1600,3,1065
9750,58,82254,Petrol,110,0,0,1600,5,1050
8950,61,82115,Petrol,110,1,0,1600,3,1055
7450,65,82000,Petrol,86,1,0,1300,3,1015
8450,68,81965,Petrol,86,1,0,1300,5,1035
8250,66,81250,Petrol,110,0,0,1600,3,1050
10950,65,81192,Petrol,110,1,0,1600,3,1065
8950,61,81170,Petrol,110,1,0,1600,4,1040
8750,66,81083,Petrol,86,0,0,1300,3,1015
10450,61,80714,Petrol,110,1,0,1600,5,1075
10950,57,80470,Petrol,110,0,0,1600,5,1085
8450,65,80439,Petrol,110,1,0,1600,4,1035
9950,59,80430,Petrol,110,1,0,1600,3,1065
9950,68,80426,Petrol,110,1,0,1600,3,1055
8750,62,80265,Petrol,86,0,0,1300,3,1015
9950,65,80153,Petrol,110,0,0,1600,5,1070
9500,68,80121,Petrol,110,0,0,1600,5,1070
8250,65,80086,Petrol,110,1,0,1600,4,1035
10950,62,80000,Petrol,110,0,0,1600,5,1075
7950,60,80000,Petrol,86,0,0,1300,5,1015
8250,65,80000,Petrol,86,1,0,1300,2,1015
9895,67,79858,Petrol,110,1,0,1600,4,1040
9130,67,79762,Petrol,86,1,0,1300,3,1015
10950,59,79660,Petrol,86,0,1,1300,5,1065
10500,60,79150,Petrol,110,1,0,1600,5,1075
8900,61,79000,Petrol,110,1,0,1600,3,1050
9500,57,78955,Petrol,86,1,0,1300,5,1045
10950,59,78750,Diesel,90,1,0,1975,5,1155
7950,68,78521,Petrol,86,0,0,1300,3,1015
7950,64,78356,Petrol,86,1,0,1300,3,1015
7950,65,78076,Petrol,86,1,0,1300,3,1015
9500,61,78063,Petrol,107,1,1,1600,5,1100
10950,67,77821,Petrol,110,1,0,1600,5,1075
9750,68,77695,Petrol,110,1,0,1600,4,1035
9750,65,77500,Petrol,110,1,0,1600,3,1050
9450,63,77457,Petrol,110,1,0,1600,3,1055
8950,68,77029,Petrol,86,1,0,1300,3,1015
8950,68,77008,Petrol,86,1,0,1300,3,1015
8900,66,76791,Petrol,110,1,0,1600,5,1070
9950,61,76700,Petrol,86,1,0,1300,5,1035
8750,67,76569,Petrol,86,1,0,1300,3,1020
8950,59,76162,Petrol,110,1,0,1600,5,1075
8990,65,76155,Petrol,110,1,0,1600,4,1035
8950,61,75609,Petrol,86,1,0,1300,3,1015
8950,62,75569,Diesel,72,1,0,2000,3,1120
9950,67,75429,Petrol,110,1,0,1600,3,1065
9900,68,75000,Petrol,110,1,0,1600,5,1075
8950,65,75000,Petrol,86,0,0,1300,3,1015
8950,62,75000,Petrol,110,1,0,1600,5,1070
9500,66,74963,Petrol,107,0,1,1600,3,1085
7950,68,74889,Petrol,86,1,0,1300,3,1015
7750,68,74875,Petrol,110,0,0,1600,5,1070
8950,63,74747,Petrol,110,1,0,1600,5,1075
11950,60,74720,Petrol,110,1,0,1600,5,1085
8950,62,74457,Petrol,110,0,0,1600,5,1075
11950,60,74337,Petrol,86,0,0,1300,5,1035
8950,68,74308,Petrol,110,0,0,1600,3,1050
9950,64,74193,Petrol,110,0,0,1600,3,1050
8250,65,74179,Petrol,110,1,0,1600,3,1050
8995,67,73936,Petrol,86,1,0,1300,5,1050
9995,61,73894,Petrol,110,1,0,1600,3,1065
9250,64,73500,Petrol,110,1,0,1600,3,1050
10950,64,73376,Petrol,110,0,0,1600,5,1070
8900,64,73300,Petrol,86,1,0,1300,3,1015
9500,58,73172,Petrol,110,1,0,1600,5,1075
9950,58,72928,Petrol,110,1,0,1600,5,1075
7950,67,72880,Petrol,86,1,0,1332,3,1015
8250,63,72522,Petrol,110,1,0,1600,3,1050
9450,64,72000,Petrol,86,1,0,1300,3,1015
7950,57,72000,Petrol,86,0,0,1300,3,1015
9500,59,71366,Petrol,110,0,0,1600,3,1065
8950,65,71317,Petrol,110,0,0,1600,3,1050
10950,62,71000,Petrol,110,0,0,1600,5,1070
8950,60,70954,Petrol,110,0,0,1600,3,1050
9450,63,70908,Petrol,86,0,0,1300,5,1035
8000,58,70560,Petrol,110,1,0,1600,3,1050
9900,67,70552,Petrol,110,0,0,1600,5,1075
8950,62,70500,Petrol,110,1,0,1600,5,1035
10900,60,70453,Diesel,72,0,0,2000,5,1135
9450,59,70218,Petrol,110,1,0,1600,3,1050
8450,64,70116,Petrol,110,1,0,1600,4,1035
9500,65,70068,Petrol,110,1,0,1600,5,1075
10500,67,70000,Petrol,107,1,1,1587,3,1065
6950,68,70000,Petrol,86,1,0,1300,3,1015
9750,68,69103,Petrol,110,0,0,1600,4,1035
6950,58,69022,Petrol,86,1,0,1300,5,1035
9650,67,69000,Petrol,110,1,0,1600,3,1065
9950,68,68865,Petrol,110,1,0,1600,3,1065
9250,58,68723,Petrol,86,0,0,1300,3,1025
8950,63,68453,Petrol,110,1,0,1600,5,1070
9900,63,68238,Petrol,86,0,0,1300,5,1050
10995,63,68153,Petrol,110,1,0,1600,5,1085
10500,65,68000,Petrol,110,0,0,1600,5,1075
8950,65,68000,Petrol,86,1,0,1300,3,1015
9750,67,67762,Petrol,110,1,0,1600,3,1065
10950,68,67146,Petrol,110,1,0,1600,5,1075
9750,67,67110,Petrol,86,1,0,1300,5,1035
9950,59,67010,Petrol,110,1,0,1600,3,1065
10500,65,67003,Petrol,110,1,0,1600,4,1035
10400,68,66785,Petrol,86,0,1,1300,3,1045
8800,68,66550,Petrol,86,0,0,1332,3,1010
10500,61,66259,Petrol,110,1,0,1600,3,1065
9250,62,66082,Petrol,110,0,0,1600,5,1070
7800,65,66000,Petrol,86,1,0,1300,3,1015
9950,61,66000,Petrol,110,0,0,1600,3,1050
10750,63,65896,Petrol,110,1,0,1600,3,1065
10950,67,65785,Petrol,110,1,0,1600,5,1075
9950,65,65513,Petrol,110,1,1,1600,4,1070
9950,59,65463,Petrol,110,1,0,1600,5,1070
8100,68,65400,Petrol,86,1,0,1300,4,1000
9250,60,65259,Petrol,110,1,0,1600,3,1050
7800,64,65000,Petrol,110,1,0,1600,3,1050
9000,68,65000,Petrol,110,0,0,1600,5,1070
8950,57,65000,Petrol,110,0,0,1600,4,1035
8950,62,64966,Petrol,86,0,0,1300,3,1020
9950,68,64950,Petrol,110,1,0,1600,5,1075
8500,60,64914,Petrol,110,1,0,1600,5,1070
7995,62,64797,Petrol,110,1,0,1600,5,1075
8750,65,64772,Petrol,110,1,0,1600,3,1050
9750,63,64690,Petrol,86,0,0,1300,3,1020
10950,65,64630,Petrol,110,0,0,1600,5,1070
9750,67,64613,Petrol,110,1,0,1600,5,1085
8200,60,64383,Petrol,86,0,0,1300,3,1015
8950,68,64000,Petrol,110,0,0,1600,5,1075
9500,66,63881,Petrol,86,0,0,1300,3,1015
10950,58,63870,Diesel,72,0,0,2000,5,1135
9750,66,63328,Petrol,86,0,1,1300,5,1065
9950,65,63000,Petrol,86,1,1,1300,5,1065
10450,61,63000,Petrol,86,0,1,1300,3,1050
9850,65,62396,Petrol,110,0,0,1600,3,1050
9450,62,62377,Petrol,110,1,0,1600,5,1075
10295,67,62316,Petrol,110,1,0,1600,3,1050
9750,68,62292,Petrol,110,1,0,1600,3,1065
8950,65,62225,Petrol,110,1,0,1600,3,1050
9900,68,62222,Petrol,110,0,0,1600,5,1075
8750,66,62135,Petrol,86,1,0,1300,5,1035
9950,58,62024,Petrol,110,1,0,1600,5,1075
8500,60,61977,Petrol,86,1,0,1300,3,1015
9950,62,61930,Petrol,110,1,0,1600,4,1035
10950,57,61682,Petrol,110,0,0,1600,3,1050
9795,68,61568,Petrol,110,1,0,1600,4,1035
8750,68,61504,Petrol,110,1,0,1600,4,1035
8250,65,61384,Petrol,110,1,0,1600,3,1050
9950,58,61343,Petrol,110,1,0,1600,5,1075
9950,62,61254,Petrol,110,0,0,1600,5,1075
10500,59,61166,Petrol,110,1,0,1600,3,1050
9750,62,61149,Petrol,86,1,0,1300,5,1040
11250,61,61144,Petrol,110,1,0,1600,5,1090
8900,59,61127,Petrol,110,1,0,1600,3,1050
7950,60,61100,Petrol,86,1,0,1300,3,1015
11500,68,61100,Petrol,110,1,0,1600,5,1075
9450,57,61000,Petrol,110,1,0,1600,3,1050
7995,65,60724,Petrol,86,1,0,1300,3,1015
10995,59,60708,Petrol,86,1,0,1300,5,1045
8950,61,60532,Petrol,110,1,0,1600,3,1050
8250,67,60000,Petrol,86,0,1,1300,4,1030
8950,66,60000,Petrol,86,1,0,1300,3,1015
8950,65,60000,Petrol,86,1,0,1300,3,1015
9500,62,59295,Petrol,86,0,0,1300,5,1035
7500,65,59264,Petrol,86,0,0,1300,3,1015
8950,63,59000,Petrol,110,0,0,1600,3,1050
9950,63,59000,Petrol,86,1,0,1300,5,1035
9750,65,59000,Petrol,110,0,0,1600,5,1075
9450,61,59000,Petrol,110,1,0,1600,5,1070
9950,65,59000,Petrol,110,0,0,1600,3,1050
9750,68,58860,Petrol,110,1,0,1600,3,1055
8950,65,58829,Petrol,110,0,0,1600,3,1050
8250,66,58654,Petrol,110,1,0,1600,5,1070
7750,65,58300,Petrol,86,1,0,1300,3,1015
8950,60,58269,Petrol,110,1,0,1600,3,1050
9950,64,58136,Petrol,110,1,0,1600,5,1075
9450,66,58113,Petrol,107,1,1,1600,3,1085
12950,67,58058,Petrol,110,1,0,1600,3,1065
9950,58,58000,Petrol,110,1,0,1600,3,1050
10495,62,58000,Petrol,110,1,0,1600,3,1065
7950,68,57565,Petrol,86,1,0,1300,5,1035
10500,63,57413,Petrol,107,0,1,1600,5,1115
8950,65,57374,Petrol,110,1,0,1600,5,1075
9900,62,57179,Petrol,110,1,0,1600,5,1075
9995,61,57169,Petrol,110,1,0,1600,3,1065
9950,63,57124,Petrol,110,1,0,1600,3,1065
9950,63,57000,Petrol,110,1,0,1600,3,1050
8250,67,57000,Petrol,110,0,0,1600,3,1050
9950,63,57000,Petrol,86,1,0,1300,5,1035
8950,59,56259,Petrol,86,0,0,1300,3,1015
10950,62,56209,Petrol,107,1,1,1600,3,1080
9250,67,56074,Petrol,86,0,0,1300,4,1000
9950,63,55942,Petrol,110,1,0,1600,5,1070
9995,57,55844,Petrol,86,1,0,1300,5,1045
8750,61,55747,Petrol,86,0,0,1300,3,1020
10950,58,55478,Petrol,86,0,0,1300,5,1045
10350,60,55085,Petrol,107,0,1,1600,5,1105
9950,65,55061,Petrol,110,1,0,1600,5,1070
8950,65,55000,Petrol,86,1,0,1300,3,1015
10950,57,55000,Petrol,110,0,0,1600,5,1075
10950,63,54936,Petrol,110,1,0,1600,5,1075
8950,68,54875,Petrol,110,1,0,1600,5,1070
8900,67,54847,Petrol,110,0,0,1600,3,1050
10250,60,54554,Petrol,110,1,0,1600,3,1065
9450,61,54125,Petrol,110,1,0,1600,5,1035
9250,61,54000,Petrol,110,1,0,1600,3,1055
10500,57,54000,Petrol,110,1,0,1600,5,1075
7350,58,54000,Petrol,86,0,0,1300,5,1035
10250,57,54000,Petrol,110,1,0,1600,3,1135
10250,62,53285,Petrol,110,1,0,1600,5,1075
11500,65,53053,Petrol,110,1,0,1600,5,1075
8950,68,53000,Petrol,110,1,1,1587,3,1075
7750,68,53000,Petrol,86,0,0,1300,3,1015
9500,64,52968,Petrol,110,1,0,1600,3,1050
8450,67,52800,Petrol,86,1,0,1300,3,1015
8950,57,52548,Petrol,110,0,0,1600,3,1050
8400,60,52487,Petrol,110,1,0,1600,4,1035
9250,66,52383,Petrol,86,0,0,1300,3,1015
8900,61,52112,Petrol,110,1,0,1600,4,1035
8750,58,51712,Petrol,110,0,0,1600,3,1050
10950,58,51421,Petrol,110,0,1,1600,5,1105
8950,61,51235,Petrol,86,1,0,1300,4,1000
8950,65,51000,Petrol,86,1,0,1300,3,1015
8895,61,50925,Petrol,110,1,0,1600,5,1070
9390,66,50806,Petrol,86,0,0,1300,3,1480
8750,59,50469,Petrol,110,1,0,1600,5,1070
9750,61,50173,Petrol,110,1,0,1600,5,1075
9950,62,50000,Petrol,110,1,0,1600,5,1075
10950,65,49942,Petrol,110,0,0,1600,3,1065
9900,67,49585,Petrol,110,0,0,1600,5,1085
9500,62,49258,Petrol,110,1,0,1600,4,1035
9950,61,49000,Petrol,110,0,0,1600,3,1050
9950,63,48738,Petrol,110,0,0,1600,5,1055
10500,62,47750,Petrol,86,1,0,1300,5,1040
9950,63,47612,Petrol,86,0,0,1300,3,1015
10495,68,47500,Petrol,86,1,0,1300,5,1035
9500,66,47237,Petrol,110,0,0,1600,3,1050
8500,58,47171,Petrol,86,1,0,1300,3,1015
10450,60,47060,Petrol,110,0,0,1600,4,1035
8950,65,47014,Petrol,86,1,0,1300,3,1015
9900,59,46929,Petrol,86,1,0,1300,3,1025
8900,63,46000,Petrol,86,0,0,1300,5,1035
8745,65,45681,Petrol,110,0,0,1600,3,1050
8750,65,45549,Petrol,86,1,0,1300,3,1015
10750,57,45000,Petrol,110,1,0,1600,5,1050
9750,57,45000,Petrol,110,1,0,1600,3,1050
8850,65,45000,Petrol,110,0,0,1600,5,1075
7950,66,45000,Petrol,86,1,0,1300,5,1035
9450,63,45000,Petrol,110,1,0,1600,4,1035
9950,61,45000,Petrol,107,0,1,1600,3,1085
8250,63,44944,Petrol,110,1,0,1600,4,1035
9950,61,44597,Petrol,86,0,0,1300,3,1015
9995,68,44458,Petrol,86,0,0,1300,3,1015
9950,59,43818,Petrol,110,0,0,1600,5,1070
10495,60,43426,Petrol,110,1,0,1600,5,1070
7950,58,43000,CNG,110,1,1,1600,4,1114
8950,68,43000,Petrol,110,1,0,1600,5,1035
9695,57,43000,Petrol,110,0,0,1600,5,1075
7750,64,43000,Petrol,86,0,0,1300,3,1015
9950,68,42750,Petrol,110,1,0,1600,3,1050
9950,67,42102,Petrol,110,1,0,1600,5,1075
9950,63,41586,Petrol,110,1,0,1600,5,1114
9900,64,41200,Petrol,110,0,0,1600,5,1070
10950,57,40214,Petrol,86,0,0,1300,3,1025
8950,60,40000,Petrol,86,1,0,1300,4,1000
8950,66,39222,Petrol,86,1,1,1300,3,1045
8250,66,39144,Petrol,110,1,0,1600,3,1050
10250,62,39000,Petrol,110,1,0,1600,5,1075
8750,61,38019,Petrol,110,1,0,1600,5,1070
9750,68,37759,Petrol,110,1,0,1600,5,1070
10950,61,37500,Petrol,110,0,0,1600,5,1085
10950,60,37111,Petrol,110,1,0,1600,3,1050
9750,62,37000,Petrol,86,0,0,1300,3,1015
8900,59,36954,Petrol,110,1,0,1600,3,1050
9500,60,36943,Petrol,110,0,0,1600,5,1070
9950,63,36923,Petrol,86,0,0,1300,5,1050
9950,66,36658,Petrol,110,0,0,1600,3,1050
8250,65,36000,Petrol,86,1,0,1300,3,1015
10450,65,36000,Petrol,110,1,0,1600,3,1065
10950,62,35512,Petrol,110,1,0,1600,3,1065
9250,65,35283,Petrol,86,1,0,1300,3,1015
8900,68,35000,Petrol,110,1,0,1600,3,1050
10900,57,35000,Petrol,86,1,0,1300,5,1045
9750,64,34114,Petrol,110,0,0,1600,3,1050
11950,58,34000,Petrol,110,0,0,1600,5,1075
7900,68,33847,Petrol,86,1,0,1300,4,1000
10900,57,33535,Petrol,110,0,0,1600,4,1035
10450,65,33000,Petrol,110,0,0,1600,3,1050
10950,59,32150,Petrol,110,1,0,1600,5,1085
9950,65,31588,Petrol,86,1,0,1300,3,1015
10750,60,31480,Petrol,110,1,0,1600,3,1065
9900,57,31307,Petrol,110,1,0,1600,5,1070
10750,68,31000,Petrol,110,1,0,1600,4,1035
10450,58,30634,Petrol,110,1,0,1600,5,1075
9450,68,30300,Petrol,86,1,0,1300,4,1000
10750,60,28500,Petrol,86,1,1,1300,3,1045
10950,60,28500,Petrol,110,0,0,1600,5,1075
